epd,move,eval,depth,pv,engine
r1r1q1k1/1n1b2bp/p4pp1/1p6/2pNP2B/Q1P5/P1B2PPP/3RR1K1 w - -,h4g3,97,40,h4g3 e8f7 e4e5 f6e5 g3e5 g7e5 e1e5,Stockfish 050822
r1r1q1k1/1n1b2bp/p4pp1/1p6/2pNP2B/Q1P5/P1B2PPP/3RR1K1 w - -,a3b2,77,40,a3b2 e8f7 h4g3 b7c5 g3d6 c5b7 d6f4,Stockfish 050822
r1r1q1k1/1n1b2bp/p4pp1/1p6/2pNP2B/Q1P5/P1B2PPP/3RR1K1 w - -,g1h1,71,40,g1h1 b7c5 f2f4 e8f8 a3b2 f8f7 b2b1,Stockfish 050822
r1r1q1k1/1n1b2bp/p4pp1/1p6/2pNP2B/Q1P5/P1B2PPP/3RR1K1 w - -,d4f3,70,40,d4f3 d7g4 a3c1 b7c5 c1f4 g4h5 f4e3,Stockfish 050822
r1r1q1k1/1n1b2bp/p4pp1/1p6/2pNP2B/Q1P5/P1B2PPP/3RR1K1 w - -,a3b4,69,40,a3b4 e8f7 f2f4 b7c5 f4f5 g6f5 d4f5,Stockfish 050822
r1r1q1k1/1n1b2bp/p4pp1/1p6/2pNP2B/Q1P5/P1B2PPP/3RR1K1 w - -,e1e3,48,40,e1e3 b7c5 h2h3 a6a5 a3b2 g7h6 e3e1,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,h4f5,-97,40,h4f5 e6f5 e4f5 c4c7 d1e2 c7c6 a1d1,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,a1c1,-104,40,a1c1 g7g6 h4f3 f8d8 c2d3 c4c6 d1d2,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,h4f3,-128,40,h4f3 f8d8 f3d2 c4c6 d1e2 g7g6 a1d1,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,d1f3,-141,40,d1f3 g7g6 c2d3 c4c7 f3e3 g8h7 h4f3,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,a1b1,-146,40,a1b1 g7g6 h4f3 c4c6 b1c1 f8d8 d1e2,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,c2d3,-146,40,c2d3 c4c7 d1f3 g7g6 f3e3 g8h7 h4f3,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,c2b1,-155,40,c2b1 c4c6 b1c2 g7g6 h4f3 f8d8 d1c1,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,a1a3,-168,40,a1a3 f8e8 a3a1 e8d8 h4f3 c4c7 d1e2,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,d1d3,-169,40,d1d3 c4d3 c2d3 g7g6 h4f3 c8c7 a1d1,Stockfish 050822
2r2rk1/4bpp1/p2pbn1p/Pp2p3/1Pq1P2N/2P4P/1BB2PP1/R2QR1K1 w - -,d1e2,-176,40,d1e2 c4e2 e1e2 g7g6 a1d1 f6h5 h4f3,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,b5e8,-7,40,b5e8 f7e8 d3f4 a7a4 f4e6 e8f7 e6c7,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,d3f4,-42,40,d3f4 e8b5 a4b5 e7f5 f3g4 f5d6 g4d7,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,h2h4,-53,40,h2h4 e8b5 a4b5 e7f5 d3f4 f8d6 f4d5,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,h2h3,-75,40,h2h3 e8b5 a4b5 e7f5 d3f4 f8d6 f4d5,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,g1g2,-90,40,g1g2 e8b5 a4b5 e7d5 c1a1 a7a3 a1a3,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,d3b2,-103,40,d3b2 e8b5 a4b5 a7a2 b2d1 e7d5 c3b2,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,c3b2,-106,40,c3b2 e8b5 a4b5 e7f5 f3e4 f5d6 e4c6,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,f3g4,-108,40,f3g4 e8b5 a4b5 e7d5 c1a1 a7a1 c3a1,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,c3d2,-127,40,c3d2 e8b5 a4b5 e7f5 d2c3 a7a4 d3b2,Stockfish 050822
4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,c3b4,-133,40,c3b4 e8b5 a4b5 e7f5 b4c3 a7a4 d3b2,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,c8d8,197,40,c8d8 d3c2 d8d1 c2d1 c7a5 d1b1 h7h5,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,c7a5,68,40,c7a5 d3c2 c6c5 b2c1 c8d8 e3e4 d8d1,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,g8f8,37,40,g8f8 d3a6 c6c5 g1f1 f8g8 e3e4 c8d8,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,c7b6,34,40,c7b6 d3c4 g8g7 g1g2 h7h5 h2h4 b6a5,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,c7b7,28,40,c7b7 d3c4 a7a5 e3e4 h7h6 b2c1 e7f8,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,c7b8,28,40,c7b8 d3c4 h7h6 b2c1 b8b7 e3e4 g8g7,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,g6g5,22,40,g6g5 d3d7 g5g4 d7c7 c8c7 d1c1 a7a5,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,a7a5,9,40,a7a5 d3d7 a5a4 b3a4 g8f8 d7c7 c8c7,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,e7f8,1,40,e7f8 d3d7 c7b8 e3e4 c6c5 b2c1 c5c4,Stockfish 050822
2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,c6c5,0,40,c6c5 d3d7 g8f8 d7c7 c8c7 g1f1 f8e8,Stockfish 050822
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,e6e5,145,47,e6e5 d4e5 d5d3 e3d3 c7e5 d3d2 b8b4,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,b8d8,92,47,b8d8 d3b3 c6d4 b3d3 d5e5 e3c1 d4c6,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,c7b7,83,47,c7b7 c4c3 b7c7 c3b3 b8b3 d3b3 c6d4,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,h6h5,71,47,h6h5,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,g7h7,67,46,g7h7 d3b3 b8b3 e3b3 c6d4 b3e3 d4c6,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,d5f5,64,47,d5f5 h1g1 f5d5 d3b3 b8b3 e3b3 c6d4,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,g6g5,64,46,g6g5 d3b3 b8d8 b3d3 c7e7 e3e1 e7f6,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,g7g8,58,46,g7g8 d3b3 b8b3 e3b3 c6d4 b3e3 d5e5,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,c7d7,44,46,c7d7 d3b3 b8b3 e3b3 d5d4 c4d4 d7d4,Stockfish 15
1r6/2q2pk1/2n1p1pp/p1Pr4/P1RP4/1p1RQ2P/1N3PP1/7K b - -,b8f8,39,46,b8f8 d3b3 f8d8 e3c3 g7g8 c3g3 c7g3,Stockfish 15
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,d6d5,49,40,d6d5 c4c5 h6h5 c3a4 g8h7 e2e3 d8c7,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,g8h7,42,40,g8h7 e2e3 d8c7 d2d1 e8f8 c4c5 f8d8,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,h6h5,16,40,h6h5 c3e4 d6d5 e4c5 e6c8 a3a8 b7b6,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,e8f8,11,40,e8f8 b4b5 c6b5 a3a7 d6d5 c4d5 e7d5,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,g7f8,7,40,g7f8 c3e4 e7f5 a3a7 d6d5 c4d5 c6d5,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,g8h8,7,40,g8h8 c2e3 f7f5 b4b5 e6g8 b5c6 b7c6,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,f7f5,3,40,f7f5 b4b5 e6f7 h2h4 d8c7 e2e3 e8f8,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,d8b6,0,40,d8b6 h2h4 e8b8 c4c5 d6c5 c3a4 b6d8,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,d8d7,0,40,d8d7 c2e3 e8b8 d2a2 d7e8 b4b5 e8d8,Stockfish 050822
3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,d8c7,0,40,d8c7 c2e3 e8c8 h2h4 c7d8 d2a2 c8b8,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,f2f4,0,40,f2f4 a5a4 b3a3 f6e4 f4g5 h6g5 g2e4,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,f2f3,-114,40,f2f3 e6e5 e2e3 a5a4 b3c2 c6b4 c2d2,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,a2a4,-205,40,a2a4 f5f4 f2f3 e6e5 d4d5 c6d4 b5d4,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,c1d2,-218,40,c1d2 e6e5 f2f4 g5f4 d4e5 d6e5 g3f4,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,e2e3,-237,40,e2e3 f5f4 f2f3 f4g3 h2g3 e6e5 h3f2,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,d4d5,-243,40,d4d5 a5a4 b3c2 e6d5 c4d5 c6b4 c2d2,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,g1h1,-249,40,g1h1 a5a4 b3c3 e6e5 e2e3 e5e4 h3g1,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,c1e3,-250,40,c1e3 f5f4 e3f4 g5f4 h3f4 f8f7 d4d5,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,a2a3,-270,40,a2a3 a5a4 b3c2 e6e5 d4d5 c6d4 b5d4,Stockfish 050822
r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,d1e1,-279,40,d1e1 e6e5 d4d5 c6b4 f2f3 c7c6 b5c3,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,g1h1,377,40,g1h1 c6a5 b2b3 a5c4 b3c4 a6c4 d1d3,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,c3d5,288,40,c3d5 a6b7 g1h1 h6g8 f3g4 c8e8 d5c3,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,g2g3,255,40,g2g3 c6a5 b2b3 a5c4 b3c4 a6c4 d1d3,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,f3e2,234,40,f3e2 a6b7 g1h1 g6f5 e2f3 b7d7 e3g1,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,c3b5,231,40,c3b5 a6b7 g1h1 a7a6 b5c3 c6a5 c2f2,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,h2h3,230,40,h2h3 c6a5 b2b3 a5c6 g1h2 a6b7 h2h1,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,g2g5,204,40,g2g5 a6b7 g5g3 b7d7 g1h1 e7e6 f5e6,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,g1f1,186,40,g1f1 a6b7 g2g3 c8d8 g3h3 b7c8 c2g2,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,d1d2,163,40,d1d2 c6a5 b2b3 a5c6 a3a4 a6b7 g2g3,Stockfish 050822
2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,c2e2,141,40,c2e2 c6a5 g1h1 a5c4 e3c1 b6b5 c3d5,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,d5a2,14,40,d5a2 c1g5 h7h6 g5e3 c5c4 b2b4 c8g4,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,c8d7,0,40,c8d7 c1e3 a8c8 b2b4 c5b4 a3b4 d5b5,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,b7b6,-8,40,b7b6 c1e3 c8b7 b2b4 c5b4 a3b4 c6d4,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,d5d6,-12,40,d5d6 c1e3 c8g4 h2h3 g4f3 g2f3 a8b8,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,c8g4,-14,40,c8g4 c1e3 d5d6 h2h3 g4f3 g2f3 a8b8,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,d5h5,-19,40,d5h5 d1c2 c8g4 c1e3 c6d4 e3d4 c5d4,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,d5f5,-29,40,d5f5 c1e3 c8d7 b1c1 b7b6 d3d4 c5d4,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,f8d8,-29,40,f8d8 c1e3 c8d7 f3g5 d5f5 b2b4 c5b4,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,d5d8,-32,40,d5d8 d1c2 b7b6 b2b4 c8g4 c1b2 g7b2,Stockfish 050822
r1b2rk1/pp2ppbp/2n3p1/2pq4/8/P2P1NP1/1P2PPBP/1RBQ1RK1 b - -,h7h5,-45,40,h7h5 c1e3 d5d6 b1c1 c6d4 f3d4 c5d4,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,h5h4,613,40,h5h4 e2f4 g8h8 f4h5 f6e7 h5f4 a8g8,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,g8h8,600,40,g8h8 a4a5 b6a5 f2f4 e5d4 e2d4 c5d4,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,a8e8,509,40,a8e8 e2f4 h5h4 f4h5 f6g6 h5f4 g6h6,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,a8f8,492,40,a8f8 e2f4 h5h4 g1f1 g8h8 f1e2 f8g8,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,g8h7,419,40,g8h7 f2f4 e5d4 g1f1 f6g7 e1d1 d4f6,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,f6g7,399,40,f6g7 e2f4 h5h4 f4e6 d7e6 d5e6 f7f6,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,f7g7,347,40,f7g7 e2f4 f6g5 g1f1 g8f7 f4e6 g5d2,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,a8b8,315,40,a8b8 h2h4 f7g7 e2f4 g7g4 f4e6 d7e6,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,a8d8,304,40,a8d8 h2h4 f7g7 e2f4 g7g4 f4e6 d7e6,Stockfish 050822
r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,f7e7,302,40,f7e7 h2h4 e7g7 e2f4 g7g4 f4e6 d7e6,Stockfish 050822
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,e5d4,27,49,e5d4 b6c5 d4c5 e4c5 d7d6 c3a4 d6d1,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,d7b7,0,49,d7b7 b6c5 f8g8 b2b4 g8h8 c3d5 a6a5,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,h5h4,0,49,h5h4 b6c5 f8g8 e4g5 e5f6 g3h4 f6g5,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,f8e8,0,49,f8e8 a2b3 d7d3 b6e3 h5h4 g3h4 f7f5,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,d7d3,0,48,d7d3 e4g5 e5c3 b6c5 f8g8 a2f7 g8h8,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,f7f5,0,48,f7f5 b6c5 f8e8 e4g5 d7d2 a2f7 e8d7,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,g7g6,0,48,g7g6 a2c4 d7c8 b2b3 f7f5 f2f4 e5f4,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,f8g8,0,48,f8g8 e4g5 d7d2 c3e4 d2b2 a2f7 g8h8,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,d7f5,0,48,d7f5 h2h4 e5c3 e4c3 f8g8 a2c4 f5c2,Stockfish 15
5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,e5c3,0,48,e5c3 b6c5 f8g8 e4c3 d7d2 c5a3 d2c1,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,f6e8,34,46,f6e8 h2g3 e8d6 h3h4 g5h4 g3h4 d6b5,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,e7e8,23,46,e7e8 h2g3 e8f8 a1a2 f8g7 g3h2 b7b5,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,b7b5,22,46,b7b5 a1a2 e7f8 e3g4 e5g4 h3g4 f8g7,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,e7f8,20,46,e7f8 a1a2 b7b5 e3g4 e5g4 h3g4 f8g7,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,e7d6,20,46,e7d6 a1a2 b7b5 a2d2 d6e7 d2a2 e7f8,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,c3b3,14,46,c3b3 a1a2 f6e8 f3d1 b3c3 e3g4 e5g4,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,b7b6,9,46,b7b6 a1a2 b6b5 a3a4 c3b3 a4b5 a6b5,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,f6d7,8,46,f6d7 a1a2 e5f3 g2f3 d7e5 h2g3 e5d3,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,e7d7,6,46,e7d7 a1a2 b7b5 h2g1 d7d6 a3a4 c3b3,Stockfish 15
8/1p2kp2/p3pn2/4n1p1/1P2P3/P1r1NB1P/5PPK/R7 b - -,c3d3,2,46,c3d3 a1a2 f6e8 f3e2 d3c3 e3d1 c3b3,Stockfish 15
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,f3d4,566,40,f3d4 g7e5 d4c6 d8e8 c6e5 g6e6 d3h7,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,h3h4,440,40,h3h4 f8g8 e5g7 g6g7 h4g5 h6g5 f3e5,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,e3e2,165,40,e3e2 f8g8 e5g7 g8g7 f3e5 g6f6 e5g4,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,c3c4,149,40,c3c4 b5c4 d3c3 a8b8 e5g7 g6g7 f3e5,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,d3d4,144,40,d3d4 f8g8 e5g7 c7c6 d5e5 g6g7 e3d3,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,d5d4,113,40,d5d4 d8c8 d4d5 f8g8 e5g7 g6g7 f3e5,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,d5c5,113,40,d5c5 f8g8 e5g7 g8g7 f3d4 g6f6 e3e5,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,d3c2,94,40,d3c2 f8g8 e5g7 g6g7 c2e2 d8f8 d5e5,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,d3b1,94,40,d3b1 f8g8 e5g7 g8g7 f3e5 g6f6 c3c4,Stockfish 050822
r2q1k2/2p2pb1/p2n2rp/1p1RB1p1/8/2PQRN1P/P4PP1/6K1 w - -,d3d1,83,40,d3d1 f8g8 e5g7 g8g7 h3h4 g5h4 f3e5,Stockfish 050822
2rq1rk1/p3b1pp/2p1p3/8/P2Pp3/1P1bP1P1/3B3P/2RQRBK1 b - -,d8d5,331,40,d8d5 c1c3 f8f1 e1f1 d3f1 g1f1 c8f8,Stockfish 050822
2rq1rk1/p3b1pp/2p1p3/8/P2Pp3/1P1bP1P1/3B3P/2RQRBK1 b - -,d3f1,28,40,d3f1 e1f1 d8d5 d1c2 f8f1 c1f1 h7h6,Stockfish 050822
