index,epd,old bm,sts_v6,old id,new id,test,depth,by,status,date,output file,updated by,update date,update depth,epd index check,comment,Reviewed by,Replace,Duplicate,unix analysis Time (sec) AMD 5950x 32t 16gb hash,ferdy analysis Time (sec) i7-2600 4t 512mb hash
1266,r1br2k1/1p3ppp/p1p5/P5q1/1bBP4/1P2P3/1BQ2PP1/R2R2K1 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.069,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,265,
1267,r1q1nrk1/pp2ppbp/2n3p1/8/Q3P3/N5P1/PB3PBP/3RR1K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.070,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,273,
1268,r1r1q1k1/1n1b2bp/p4pp1/1p6/2pNP2B/Q1P5/P1B2PPP/3RR1K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.071,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,685,
1269,r1r3k1/1pp2ppp/2np1n2/1N6/p1PP4/Q3RNPq/PP3P1P/2R3K1 w - -,d4d5,yes,STS(v13.0) Pawn Play in the Center.072,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,282,
1270,r2q1kr1/1b2np2/p2p1p1p/4p3/2N1P3/3B4/PP3PPP/1R1Q1RK1 b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.073,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,473,
1271,r2q1rk1/1p1n1ppp/6b1/n2B4/Ppp2NP1/4PP2/1P4KP/R1BQ1R2 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.074,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,525,
1272,r2q1rk1/4nbbp/p2p4/1p3p1Q/4pN2/1BP1N3/PP3PPP/R3K2R b KQ -,d6d5,,STS(v13.0) Pawn Play in the Center.075,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,374,
1273,r2qr1k1/1b3pb1/p2p2p1/8/2BNn1P1/2p1B3/P1P5/1NKRQR2 b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.076,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,9605,
1274,r2r1k2/4q1p1/2b2p1p/ppP1pQ2/8/1P2PB2/5PPP/R1R3K1 b - -,e5e4,yes,STS(v13.0) Pawn Play in the Center.077,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,252,
1275,r2r2k1/1b2qppp/p3pn2/R7/2N5/1P1BP3/2Q2PPP/R5K1 w - -,e3e4,,STS(v13.0) Pawn Play in the Center.078,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-01,43,ok,,,,,113,1200
1276,r2r2k1/1bq2p1p/p3nnpQ/P2pp3/8/2PNN3/1P3PPP/R2R1BK1 b - -,d5d4,,STS(v13.0) Pawn Play in the Center.079,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,369,
1277,r2r2k1/6bp/1P2q1p1/4pp2/p1N5/2Q5/PPR3PP/4R2K b - -,e5e4,yes,STS(v13.0) Pawn Play in the Center.080,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,307,
1278,r2r2k1/p1q3pp/1p1npp2/2p5/P1PP4/B3PP2/6PP/2RQ1RK1 w - -,d4d5,,STS(v13.0) Pawn Play in the Center.081,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,222,
1279,r2r2k1/pbq2ppp/1p3n2/4p3/2PP4/PB1Q4/1B3PPP/R4RK1 w - -,d4d5,yes,STS(v13.0) Pawn Play in the Center.082,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,228,
1280,r2r2k1/pp2ppbp/2q3p1/2pnP3/2Q5/1P4P1/PB2PPNP/R2R2K1 w - -,e2e4,,STS(v13.0) Pawn Play in the Center.083,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,505,
1281,r2r2k1/ppq1p2p/1np1p1p1/2B5/P7/3P3P/1P2QPP1/R3R1K1 b - -,e6e5,,STS(v13.0) Pawn Play in the Center.084,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,684,
1282,r2r2k1/ppq2pp1/2p1pnbp/8/3P3P/1QP2P2/P3P2P/R1B2BRK w - -,e2e4,,STS(v13.0) Pawn Play in the Center.085,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,787,
1283,r2r2k1/ppq2pp1/5nnp/1B3b2/2PPp3/P6P/1B1NQPP1/2R2RK1 w - -,d4d5,yes,STS(v13.0) Pawn Play in the Center.086,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,239,
1284,r2r3k/p2qppbp/1pn2np1/2p5/2P2P2/B1N1PN2/P2PQ1PP/3R1R1K w - -,d2d4,yes,STS(v13.0) Pawn Play in the Center.087,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,364,
1285,r2r4/2q1bp1k/1nb1p1pp/p1ppP3/P1P2P2/1P3BPP/1N2QB2/2RR2K1 b - -,d5d4,yes,STS(v13.0) Pawn Play in the Center.088,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,44,ok,,,,,77,1200
1286,r3kb1r/1q1n2p1/2bpp1Pp/pN3p2/1p1BP2P/P2B1P2/1PP5/2KR1Q1R b kq -,e6e5,yes,STS(v13.0) Pawn Play in the Center.089,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,5217,
1287,r3r1k1/1p2bppp/nqp2n2/p5B1/2bPP3/P1N3P1/1P2N1BP/R1Q2RK1 w - -,e4e5,,STS(v13.0) Pawn Play in the Center.090,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,446,
1288,r3r1k1/1p2qpp1/1bp2n1p/2n1pP2/p5P1/B6P/PPPNQPB1/R2R2K1 b - -,e5e4,yes,STS(v13.0) Pawn Play in the Center.091,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,196,
1289,r3r1k1/4npbp/bqnpp1p1/2p3P1/1p2PP2/3PN3/1PPQNBBP/1R3RK1 b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.092,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1195,
1290,r3r1k1/5pp1/1qp3bp/p2pP3/8/P1Q3N1/1P3PPP/2R1R1K1 b - -,d5d4,yes,STS(v13.0) Pawn Play in the Center.093,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,45,ok,,,,,102,1200
1291,r3r1k1/pp4pp/2pnqpn1/3p1b2/3P4/P1NBPN2/1PQ2PPP/2R1R1K1 w - -,e3e4,,STS(v13.0) Pawn Play in the Center.094,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,305,
1292,r4r1k/1bq3p1/pp1bpn1p/2pp4/3P3Q/1NP1B3/PP2BPPP/R4RK1 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.095,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,281,
1293,r4rk1/1p1qppbp/1n1p2p1/1PpP3n/p3P3/2NQ1N1P/1PPB1PP1/R3R1K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.096,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,291,
1294,r4rk1/2p1bppp/p2p1n2/1p6/3PP3/1QN1BP1q/PP3P1P/2R1R1K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.097,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,473,
1295,r4rk1/3qbppp/p1np1n2/1pp4b/3PP3/PB2BN1P/1P1N1PP1/RQ2R1K1 w - -,d4d5,yes,STS(v13.0) Pawn Play in the Center.098,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,212,
1296,r4rk1/pbp5/1p1p1n1p/5Bp1/P1PP4/4q3/1P1N2PP/2RQ1R1K w - -,d4d5,,STS(v13.0) Pawn Play in the Center.099,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,381,
1297,rq3k2/1p3bp1/2p1pp1p/2P5/1P2PPP1/4Q2P/6BK/3R4 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.100,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,254,
1298,1k5r/1p1b4/4pp1r/3p4/q4PQ1/3B1R1P/2P1R1PK/8 w - -,g4g7,yes,STS(v14.0) 7th Rank.001,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,453,
1299,1n1r1rk1/4bpp1/p2p3p/1q1Qp3/1P2P3/P3BN1P/5PP1/2R1R1K1 w - -,c1c7,yes,STS(v14.0) 7th Rank.002,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,443,
1300,1n2r3/ppb2kp1/5p1p/2p2N1P/6P1/2B5/PPP2P2/2KR4 b - -,e8e2,,STS(v14.0) 7th Rank.003,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,458,
1301,1r1n4/5pk1/Qp1r1qp1/3B3p/1R2P2P/6P1/5P2/1R4K1 w - -,a6a7,yes,STS(v14.0) 7th Rank.004,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,152,
1302,1r1q2k1/3b1pb1/p2p2p1/3Np3/4P1P1/1P1Q1P2/KP1B4/2R5 w - -,c1c7,yes,STS(v14.0) 7th Rank.005,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,386,
1303,1r1r2k1/4pp2/1PR3p1/p2P1n1p/1p1q1Q2/5P1P/2B1RPPK/8 w - -,f4c7,yes,STS(v14.0) 7th Rank.006,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,964,
1304,1r1r4/5ppk/4pb2/7p/PN3P2/1Rp3P1/2P3P1/4RK2 b - -,d8d2,yes,STS(v14.0) 7th Rank.007,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,128,
1305,1r1r4/6bk/p1Rp2p1/P6p/1q1pPB1P/5PP1/Q4K2/2R5 w - -,c6c7,yes,STS(v14.0) 7th Rank.008,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,383,
1306,1r2r1k1/1b1n1ppp/1p2p3/1N1pP3/Pb3P2/4BB2/1PR3PP/R6K w - -,c2c7,yes,STS(v14.0) 7th Rank.009,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,497,
1307,1r2r2k/B1p2p1p/p2p2p1/4b3/n1P1P1P1/5B2/P4P1P/1R3RK1 b - -,b8b2,,STS(v14.0) 7th Rank.010,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,611,
1308,1r3rk1/qn2n2p/3p1p2/pp1Pp1p1/1N2P3/QP5P/P1R2PP1/2R2NK1 w - -,c2c7,yes,STS(v14.0) 7th Rank.011,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,931,
1309,1r4k1/3b2pp/4p3/2bpq3/3N4/2PB4/P4QPP/5RK1 w - -,f2f7,yes,STS(v14.0) 7th Rank.012,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,586,
1310,1r4k1/6b1/2r1n2p/2pRp1p1/2P3P1/4BK2/R2N1P1P/8 w - -,a2a7,yes,STS(v14.0) 7th Rank.013,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1242,
1311,1r4k1/pp3p2/3p1B2/3P3p/2R5/7P/P1P3P1/2b4K w - -,c4c7,yes,STS(v14.0) 7th Rank.014,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,48,ok,,,,,56,1200
1312,1r4k1/qr1p2p1/2n1p2p/2b1P2P/2BpPB2/p2P4/3Q1PPK/R1R5 b - -,b7b2,yes,STS(v14.0) 7th Rank.015,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1413,
1313,1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,a6a7,,STS(v14.0) 7th Rank.016,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-01,42,ok,,,,,101,1200
1314,1rb1k2r/2qpbppp/p3pn2/1p2n3/3QP3/PNN1BP2/1PP3PP/2KR1B1R w k -,d4a7,yes,STS(v14.0) 7th Rank.017,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,442,
1315,1rbqr1k1/3n1pbp/p2Q2p1/2pN4/1pP1n3/5NPP/PP3PB1/1RB1R1K1 w - -,d6c7,yes,STS(v14.0) 7th Rank.018,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2541,
1316,2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,f2a7,yes,STS(v14.0) 7th Rank.019,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,603,
1317,2k5/p1pb1p2/1p4p1/2p1P3/2P2KPb/1P2N2r/PB1R1P2/8 b - -,h3h2,yes,STS(v14.0) 7th Rank.020,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,133,
1318,2qb1rk1/1brn1pp1/3p3p/1B1Pp3/4P1P1/R3BN1P/4QP1K/1R6 w - -,a3a7,yes,STS(v14.0) 7th Rank.021,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,874,
1319,2r1kb1r/1b1p1ppp/p3pn2/qp6/3QPP2/2N1BB2/PPPR2PP/2K4R w k -,d4a7,yes,STS(v14.0) 7th Rank.022,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,506,
1320,2r1N3/pp3p1k/2p3p1/2n5/7P/5KP1/PP3P2/4R3 w - -,e1e7,yes,STS(v14.0) 7th Rank.023,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,45,ok,,,,,75,1200
1321,2r2k2/5p2/R1b2p2/1pP1p2p/1Pp1P2P/2K2P2/5BP1/8 w - -,a6a7,yes,STS(v14.0) 7th Rank.024,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,52,ok,,,,,28,1200
1322,2r2r1k/3n3p/3q2p1/4p1Q1/Pp1bp1NN/1P2B2P/4nPP1/1R1R3K b - -,c8c2,yes,STS(v14.0) 7th Rank.025,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,234,
1323,2r2rk1/4pp2/Qp3qp1/3B3p/3nP3/8/P4PPP/1R1R2K1 b - -,c8c2,yes,STS(v14.0) 7th Rank.026,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,181,
1324,2r2rk1/p4ppp/bp2p3/3pB3/1b1PP1P1/qP2Q3/P4PBP/R1R3K1 b - -,a3b2,yes,STS(v14.0) 7th Rank.027,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,254,
1325,2r3k1/1qpbbppp/3p4/Qp1P4/3p4/1B1P4/1PPB1PPP/R5K1 w - -,a5a7,,STS(v14.0) 7th Rank.028,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-01,50,ok,,,,,67,1200
1326,2r3k1/3q2p1/3b1p1p/1p1PpP2/1Pp1B3/2P4P/Q5P1/R5K1 w - -,a2a7,yes,STS(v14.0) 7th Rank.029,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1199,
1327,2r3k1/4bqp1/p3p3/1p5p/2n2P1P/P2Q1N2/1PP5/1KBR4 w - -,d3d7,yes,STS(v14.0) 7th Rank.030,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,520,
1328,2r3k1/4np2/p3p1p1/1q1r1n1p/1p1P4/PN5R/1P2NPPP/3RQ1K1 b - -,c8c2,yes,STS(v14.0) 7th Rank.031,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,358,
1329,2r3k1/5pp1/p3n3/4p2p/1QP1P3/1PR2P2/P6q/1KB5 w - -,b4b7,yes,STS(v14.0) 7th Rank.032,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1817,
1330,2r3k1/p1q1np2/2P1pp1p/P7/8/3Q1BPP/5PK1/2R5 w - -,d3d7,yes,STS(v14.0) 7th Rank.033,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1332,
1331,3q1rk1/5b2/5Rp1/p1p1p1P1/2P1PP2/1P4Qp/4B2K/8 b - -,d8d2,yes,STS(v14.0) 7th Rank.034,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2386,
1332,3q1rk1/5ppp/pp1p4/6b1/2rNQ3/6P1/PP2PP1P/R2R2K1 w - -,e4b7,yes,STS(v14.0) 7th Rank.035,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,222,
1333,3q4/5ppk/2p1n2p/2n1pN1P/4P3/Q1P2PP1/6BK/8 w - -,a3a7,yes,STS(v14.0) 7th Rank.036,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,50,ok,,,,,29,1200
1334,3qr3/2p1kp2/1p4pQ/1P1P3p/7P/6P1/5P2/3R2K1 w - -,h6g7,yes,STS(v14.0) 7th Rank.037,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,331,
1335,3qr3/5pkp/p1npb1p1/3N4/2PpPP2/6P1/PQ4BP/1R5K w - -,b2b7,yes,STS(v14.0) 7th Rank.038,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,45,ok,,,,,66,1200
1336,3r1k2/1p3p1Q/p1br1p2/2p1pB2/2P1PP2/2q5/P5PP/1R2R1K1 b - -,d6d2,yes,STS(v14.0) 7th Rank.039,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,982,
1337,3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,d8d2,,STS(v14.0) 7th Rank.040,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,373,
1338,3r2k1/6pp/1pq5/p2pR3/3Q4/P5P1/1P3P1P/6K1 w - -,e5e7,,STS(v14.0) 7th Rank.041,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-01,52,ok,,,,,49,1200
1339,3r2k1/p2n1p1p/2p1p1p1/P7/3P4/P2B4/5PPP/1R4K1 w - -,b1b7,,STS(v14.0) 7th Rank.042,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-01,46,ok,,,,,116,1200
1340,3r2k1/p3pp1p/6p1/2p5/2P1n3/RP2P1P1/4KP1P/B7 b - -,d8d2,yes,STS(v14.0) 7th Rank.043,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,167,
1341,3r2k1/pp3bbp/3q1p2/2p5/5pQ1/1P3N2/P3R1PP/4R2K w - -,e2e7,yes,STS(v14.0) 7th Rank.044,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,723,
1342,3r2r1/3kp1P1/2p5/1q1pP3/1p6/1Pb2Q2/PN4R1/1K1R4 w - -,f3f7,yes,STS(v14.0) 7th Rank.045,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1784,
1343,3r3k/p4p1p/b4Prp/1p2R3/1P1p4/6PP/P4PB1/3R2K1 w - -,e5e7,yes,STS(v14.0) 7th Rank.046,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,294,
1344,3r4/3r2bk/1p4pp/pN2n3/P6P/4Q1P1/1P2B1K1/8 b - -,d7d2,yes,STS(v14.0) 7th Rank.047,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,166,
1345,3r4/3rq1k1/1R1p2pp/1Rp1p3/P3N3/2P1nP2/1Q4PP/6K1 w - -,b6b7,yes,STS(v14.0) 7th Rank.048,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,982,
1346,3rk3/1p3pQp/p4R2/3p4/2P5/1P2q1P1/P1K4P/8 b - -,e3e2,,STS(v14.0) 7th Rank.049,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,1316,
1347,3rkb1r/pp2pppp/1n2q3/8/7Q/2P5/PP3PPP/RNB2RK1 b k -,e6e2,yes,STS(v14.0) 7th Rank.050,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,187,
1348,4b3/p2nP1k1/1r2R1p1/q1p5/2Br2P1/1P2QP2/P1P5/4R1K1 b - -,a5d2,,STS(v14.0) 7th Rank.051,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,217,
1349,4n3/7k/2Q3pb/1ppPp3/2q1P3/r5PP/1RB2BK1/8 b - -,c4e2,yes,STS(v14.0) 7th Rank.052,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2128,
1350,4q1k1/2p2pp1/p6p/Pr1P4/2p1P3/2P3P1/r6P/3QRR1K b - -,b5b2,yes,STS(v14.0) 7th Rank.053,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,677,
1351,4r1k1/1p3p2/2p3p1/8/6P1/3r2P1/n5BP/N4RBK b - -,e8e2,yes,STS(v14.0) 7th Rank.054,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,48,ok,,,,,58,1200
1352,4r1k1/1p6/pB3p2/P1R2Pp1/1P2b1r1/4P3/2N4b/2KR4 b - -,g4g2,yes,STS(v14.0) 7th Rank.055,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,1223,
1353,4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,c4a2,yes,STS(v14.0) 7th Rank.056,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,46,ok,,,,,77,1200
1354,5k2/1p1b2p1/pq2p1Q1/3p2P1/8/8/PPP1N2P/1K6 b - -,b6f2,yes,STS(v14.0) 7th Rank.057,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,49,ok,,,,,37,1200
1355,5k2/1p1r1pp1/6b1/q1r1pNPp/1Nn1P2P/p1P2Q2/P4P2/K1RR4 b - -,d7d2,yes,STS(v14.0) 7th Rank.058,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,447,
1356,5k2/5p2/3p2p1/p3q1P1/6b1/P1NR4/1PP2r2/1KQ5 b - -,e5h2,yes,STS(v14.0) 7th Rank.059,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,47,ok,,,,,81,1200
1357,5r1k/p2nq1pp/8/P7/1b1Pp3/1B3p1P/2Q2PP1/2B2RK1 w - -,c2c7,,STS(v14.0) 7th Rank.060,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-01,45,ok,,,,,80,1200
1358,5r2/6k1/3p3p/1p1Qbbp1/1PP5/6NP/1q5P/4RB1K w - -,d5b7,,STS(v14.0) 7th Rank.061,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,690,
1359,5rk1/5bpp/8/r2p1P2/3Bp1P1/1BR1P1K1/1n5P/2R5 w - -,c3c7,yes,STS(v14.0) 7th Rank.062,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1845,
1360,6k1/1b2bp2/p3p2p/4P1p1/1pr5/4BP1P/PP2N1P1/3R2K1 b - -,c4c2,yes,STS(v14.0) 7th Rank.063,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,51,ok,,,,,38,1200
1361,6k1/1p3pb1/p2qp1np/7p/Q7/4N1BP/PPP2PP1/6K1 b - -,d6d2,yes,STS(v14.0) 7th Rank.064,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,134,
1362,6k1/2nr2p1/2R2p1p/R2n3P/p2P4/r4NN1/5PP1/6K1 w - -,a5a7,yes,STS(v14.0) 7th Rank.065,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,46,ok,,,,,96,1200
1363,6k1/5p1p/4pPpP/3p4/qpnB1P2/rN4P1/2B3K1/3Q4 b - -,a3a2,,STS(v14.0) 7th Rank.066,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,269,
1364,7k/4p1q1/3pnbr1/8/1N5p/1NPP1P2/PP6/K1R3BR b - -,g6g2,yes,STS(v14.0) 7th Rank.067,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,848,
1365,7k/rr4p1/4qnQp/8/2P1p3/p3N2P/R4PP1/5RK1 b - -,b7b2,yes,STS(v14.0) 7th Rank.068,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,45,ok,,,,,73,1200
1366,7r/4k1p1/p2pP1p1/n2P4/1p2N2r/1P3P2/P2R2K1/4R3 b - -,h4h2,yes,STS(v14.0) 7th Rank.069,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,14209,
1367,7r/8/5p1r/P3p1k1/1p1bP1p1/p2N4/P1PR2P1/1K3R2 b - -,h6h2,yes,STS(v14.0) 7th Rank.070,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,3396,
1368,8/5nkq/1rNp1pp1/2pPp1p1/1n2P1P1/1PN2P2/6P1/R2Q2K1 w - -,a1a7,yes,STS(v14.0) 7th Rank.071,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,285,
1369,8/5pk1/3p2p1/p1q3Pn/5rb1/1BN5/PPPQ4/1K2R3 b - -,f4f2,yes,STS(v14.0) 7th Rank.072,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,690,
1370,qr4k1/6b1/r6p/P2p1pp1/1B1P4/Q2NP1P1/5P1P/2R3K1 w - -,c1c7,,STS(v14.0) 7th Rank.073,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,959,
1371,r1b1k2r/pp2pp1p/1qnp2p1/8/2P1P1n1/2Q2P2/PPN3PP/1RB1KB1R b Kkq -,b6f2,yes,STS(v14.0) 7th Rank.074,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,835,
